ID,Pos,Player,Team,Eligible,Status,Age,Opponent,IP,SV,HLD,K,ERA,WHIP,W+QS,GP,FANTRAXID,IDFANGRAPHS,MLBID,TBF,FIP,xFIP,SIERA,K-BB%,HardHit%,BABIP+,Stuff+,Location+,Pitching+,CSW%,Pitches,K%,BB%,est_woba_minus_woba_diff,era_minus_xera_diff,bip,brl_percent,ev95plus,avg_hit_speed,avg_hit_angle,team_name
*05ge9*,SP,Shota Imanaga,CHC,SP,Act,30,@WSH Sun 12:35PM,146.1,0,0,148,3.14,1.052,26,25,*05ge9*,33829,684007.0,591.0,3.73,3.72,3.55,0.212,0.381,93.0,90.0,105.0,103.0,0.272,2217.0,0.25,0.039,-0.012,-0.443,417.0,8.6,161.0,88.3,18.7,Bang Bang Scissor Gang
*03sef*,SP,Seth Lugo,KC,SP,Act,34,@HOU Sun 1:10PM,179.0,0,0,155,3.12,1.117,33,28,*03sef*,12447,607625.0,731.0,3.42,3.89,4.02,0.152,0.4,98.0,97.0,100.0,99.0,0.281,2683.0,0.212,0.06,-0.025,-0.803,523.0,8.2,209.0,89.0,10.4,Bang Bang Scissor Gang
*031bl*,RP,Kyle Finnegan,WSH,RP,Act,32,CHC Sun 12:35PM,53.2,34,0,51,3.52,1.267,3,55,*031bl*,15009,640448.0,226.0,4.51,3.84,3.78,0.142,0.506,92.0,99.0,106.0,102.0,0.264,880.0,0.226,0.084,-0.024,-0.918,156.0,7.7,79.0,91.9,10.7,Bang Bang Scissor Gang
*02n2x*,RP,Paul Sewald,ARI,RP,Act,34,LAD Sun 3:10PM,36.1,16,1,38,4.46,1.183,1,39,*02n2x*,13892,623149.0,153.0,4.3,4.42,3.62,0.183,0.431,95.0,118.0,100.0,103.0,0.28300000000000003,576.0,0.248,0.065,0.004,0.309,102.0,9.8,44.0,90.4,24.8,Bang Bang Scissor Gang
*04aqc*,P,David Bednar,PIT,RP,Act,29,@CLE Sun 12:40PM,47.0,23,0,49,6.32,1.426,3,50,*04aqc*,19569,670280.0,214.0,4.64,4.5,3.86,0.145,0.396,102.0,129.0,99.0,106.0,0.27899999999999997,839.0,0.22899999999999998,0.084,0.001,1.689,143.0,10.5,57.0,89.8,16.8,Bang Bang Scissor Gang
*01gya*,P,Aroldis Chapman,PIT,RP,Act,36,@CLE Sun 12:40PM,51.2,5,21,84,3.48,1.335,5,57,*01gya*,10233,547973.0,219.0,3.47,3.3,3.39,0.21,0.40399999999999997,101.0,133.0,95.0,104.0,0.317,960.0,0.374,0.16399999999999998,0.0109999999999999,0.373,99.0,8.1,40.0,90.2,11.5,Bang Bang Scissor Gang
*01scl*,P,Craig Kimbrel,BAL,RP,Act,36,@COL Sun 2:10PM,47.2,23,4,66,3.78,1.196,7,52,*01scl*,6655,518886.0,203.0,4.26,3.89,3.36,0.19699999999999998,0.44299999999999995,86.0,114.0,97.0,101.0,0.299,850.0,0.325,0.128,-0.023,-0.144,106.0,10.4,47.0,91.4,18.1,Bang Bang Scissor Gang
*03h90*,P,Hector Neris,HOU,RP,Act,35,KC Sun 1:10PM,46.2,17,3,48,3.86,1.457,9,49,*03h90*,11804,593576.0,201.0,3.98,4.54,4.29,0.109,0.43700000000000006,103.0,86.0,97.0,98.0,0.244,811.0,0.239,0.129,-0.012,-0.825,125.0,9.6,55.0,88.8,13.0,Bang Bang Scissor Gang
*041rd*,SP,Corbin Burnes,BAL,SP,Res,29,@COL Sun 2:10PM,164.1,0,0,150,3.23,1.126,31,27,*041rd*,19361,669203.0,672.0,3.7,3.61,3.82,0.16399999999999998,0.321,96.0,117.0,103.0,107.0,0.281,2558.0,0.223,0.06,-0.0079999999999999,-0.149,480.0,6.5,154.0,87.6,10.8,Bang Bang Scissor Gang
*03deg*,SP,Justin Steele,CHC,SP,Res,29,@WSH Sun 12:35PM,128.0,0,0,131,3.09,1.086,16,22,*03deg*,17312,657006.0,527.0,3.13,3.59,3.69,0.184,0.327,92.0,100.0,103.0,102.0,0.278,1928.0,0.249,0.065,0.006,0.314,358.0,4.2,119.0,87.1,13.1,Bang Bang Scissor Gang
*02iug*,SP,Michael Wacha,KC,SP,Res,33,@HOU Sun 1:10PM,139.0,0,0,120,3.5,1.209,24,24,*02iug*,14078,608379.0,575.0,3.78,4.12,4.2,0.14300000000000002,0.33,102.0,91.0,101.0,99.0,0.26,2155.0,0.209,0.066,-0.019,-0.824,411.0,8.0,137.0,87.1,14.3,Bang Bang Scissor Gang
*03dbm*,SP,Logan Webb,SF,SP,Res,27,MIA Sun 3:05PM,177.2,0,0,150,3.24,1.199,29,28,*03dbm*,17995,657277.0,725.0,2.92,3.29,3.64,0.146,0.467,104.0,112.0,104.0,107.0,0.28600000000000003,2754.0,0.207,0.061,-0.0409999999999999,-1.018,529.0,7.4,248.0,90.0,2.8,Bang Bang Scissor Gang
*041am*,P,Lucas Erceg,KC,RP,Res,29,@HOU Sun 1:10PM,50.1,8,18,57,3.4,1.113,2,51,*041am*,19360,668674.0,209.0,2.87,3.31,3.05,0.201,0.33299999999999996,104.0,110.0,101.0,103.0,0.309,766.0,0.273,0.07200000000000001,-0.0209999999999999,-0.053,132.0,6.8,44.0,85.6,6.0,Bang Bang Scissor Gang
*03qo0*,RP,Pete Fairbanks,TB,RP,IR,30,SD Sun 12:40PM,45.1,23,1,44,3.57,1.169,3,46,*03qo0*,17998,664126.0,185.0,3.5,3.9,3.76,0.146,0.41100000000000003,94.0,123.0,98.0,104.0,0.302,696.0,0.23800000000000002,0.092,-0.0459999999999999,-0.406,124.0,5.6,51.0,89.1,15.3,Bang Bang Scissor Gang
*031d4*,SP,Zack Littell,TB,"SP,RP",IR,28,SD Sun 12:40PM,129.2,0,0,116,3.89,1.311,13,24,*031d4*,15823,641793.0,551.0,4.11,4.1,4.06,0.163,0.396,114.0,83.0,103.0,98.0,0.266,2074.0,0.21100000000000002,0.047,0.005,-0.523,403.0,9.7,160.0,89.3,17.9,Bang Bang Scissor Gang
*04mnw*,SP,Ryan Weathers,MIA,SP,Act,24,@SF Sun 3:05PM,71.0,0,0,67,3.55,1.141,9,13,*04mnw*,23796,677960.0,298.0,3.93,3.82,3.82,0.158,0.409,92.0,94.0,96.0,98.0,0.281,1162.0,0.225,0.067,-0.02,-0.511,203.0,8.4,83.0,90.2,7.2,Aidand4
*05lg3*,SP,Brandon Pfaadt,ARI,SP,Act,25,LAD Sun 3:10PM,154.2,0,0,145,4.31,1.17,20,26,*05lg3*,27782,694297.0,637.0,3.57,3.7,3.78,0.177,0.38299999999999995,101.0,108.0,106.0,107.0,0.289,2308.0,0.228,0.05,0.006,0.776,456.0,7.0,178.0,89.0,14.5,Aidand4
*04c0o*,RP,Jose Soriano,LAA,"SP,RP",Act,25,SEA Sun 3:07PM,113.0,0,1,97,3.42,1.204,15,22,*04c0o*,22100,667755.0,468.0,3.81,3.83,4.05,0.111,0.43799999999999994,95.0,100.0,95.0,99.0,0.267,1739.0,0.207,0.096,-0.029,-0.695,316.0,6.6,140.0,89.9,-0.9,Aidand4
*02z0e*,RP,Yimi Garcia,SEA,RP,Act,34,@LAA Sun 3:07PM,39.0,5,13,49,3.46,0.897,3,39,*02z0e*,12095,554340.0,153.0,3.74,3.65,2.93,0.242,0.344,72.0,119.0,104.0,111.0,0.292,620.0,0.32,0.078,-0.026,0.332,90.0,13.3,31.0,87.4,23.3,Aidand4
*041r1*,P,Jesus Luzardo,MIA,SP,Act,26,@SF Sun 3:05PM,66.2,0,0,58,5.0,1.245,7,12,*041r1*,19959,666200.0,274.0,4.27,4.25,4.35,0.131,0.41100000000000003,96.0,95.0,98.0,98.0,0.28800000000000003,1084.0,0.212,0.08,-0.016,0.425,192.0,9.9,79.0,90.4,16.5,Aidand4
*0512m*,P,Ryan Pepiot,TB,"SP,RP",Act,27,SD Sun 12:40PM,104.2,0,0,110,3.61,1.08,15,20,*0512m*,26221,686752.0,425.0,3.98,4.02,3.83,0.179,0.38,88.0,117.0,98.0,104.0,0.29100000000000004,1700.0,0.259,0.08,-0.017,-0.119,274.0,9.1,104.0,89.0,17.9,Aidand4
*041w8*,P,Ian Hamilton,NYY,RP,Act,29,STL Sun 12:35PM,29.2,0,9,30,4.55,1.584,0,27,*041w8*,19261,641656.0,136.0,3.31,4.31,4.05,0.11800000000000001,0.382,129.0,118.0,101.0,101.0,0.327,520.0,0.221,0.10300000000000001,0.016,0.371,89.0,3.4,34.0,90.2,14.3,Aidand4
*0614c*,P,Jordan Leasure,CHW,RP,Act,26,NYM Sun 1:10PM,31.1,2,9,26,6.32,1.596,0,33,*0614c*,29950,673929.0,142.0,5.82,5.47,5.0,0.055999999999999994,0.35100000000000003,101.0,113.0,96.0,98.0,0.252,560.0,0.183,0.127,0.0229999999999999,1.369,97.0,7.2,34.0,88.8,17.8,Aidand4
*04ali*,SP,Edward Cabrera,MIA,SP,Res,26,@SF Sun 3:05PM,75.2,0,0,84,5.35,1.454,5,16,*04ali*,21690,665795.0,309.0,5.28,4.0,4.32,0.133,0.47,99.0,101.0,96.0,98.0,0.29,1287.0,0.262,0.129,-0.0019999999999999,0.624,185.0,9.7,87.0,89.9,11.5,Aidand4
*04aea*,SP,Hunter Greene,CIN,SP,Res,25,MIL Sun 11:10AM,143.1,0,0,162,2.83,1.019,22,24,*04aea*,22182,668881.0,583.0,3.42,4.18,3.77,0.187,0.324,82.0,124.0,99.0,104.0,0.266,2453.0,0.278,0.091,-0.006,-0.144,349.0,4.9,115.0,87.3,20.5,Aidand4
*03dc4*,P,Freddy Peralta,MIL,SP,Res,28,@CIN Sun 11:10AM,148.1,0,0,172,3.7,1.187,20,27,*03dc4*,18679,642547.0,617.0,4.1,3.88,3.72,0.188,0.358,93.0,103.0,98.0,100.0,0.273,2592.0,0.27899999999999997,0.091,-0.005,-0.089,380.0,8.9,138.0,87.1,17.5,Aidand4
*03pp9*,RP,Josh Sborz,TEX,RP,Res,30,OAK Sun 1:35PM,16.0,0,8,16,3.38,1.125,2,16,*03pp9*,18323,622250.0,66.0,2.73,3.44,3.3,0.182,0.37,102.0,111.0,101.0,103.0,0.289,273.0,0.242,0.061,-0.0459999999999999,-0.525,46.0,6.5,17.0,88.2,13.4,Aidand4
*0514o*,SP,Cody Bradford,TEX,"SP,RP",Res,26,OAK Sun 1:35PM,56.0,0,0,52,3.21,0.893,10,10,*0514o*,27597,674003.0,194.0,3.52,4.1,3.91,0.18600000000000003,0.36200000000000004,84.0,92.0,107.0,101.0,0.29600000000000004,749.0,0.22699999999999998,0.040999999999999995,-0.0389999999999999,-0.244,141.0,8.5,51.0,88.7,20.1,Aidand4
*04eee*,SP,Drew Rasmussen,TB,"SP,RP",IR,29,SD Sun 12:40PM,14.0,0,1,16,3.21,1.286,0,8,*04eee*,25385,656876.0,49.0,1.26,2.4,2.57,0.265,0.3,118.0,128.0,102.0,104.0,0.368,193.0,0.327,0.061,-0.004,0.03,30.0,0.0,9.0,85.9,12.5,Aidand4
*05xsm*,P,Chase Silseth,LAA,"SP,RP",IR,24,SEA Sun 3:07PM,8.0,0,0,12,6.75,1.5,0,2,*05xsm*,30074,681217.0,38.0,6.55,3.58,3.6,0.21100000000000002,0.455,93.0,103.0,96.0,98.0,0.341,167.0,0.316,0.105,-0.009,0.53,21.0,14.3,10.0,92.7,16.9,Aidand4
*05wbp*,SP,Nick Nastrini,CHW,SP,Min,24,NYM Sun 1:10PM,30.2,0,0,22,7.04,1.728,1,7,*05wbp*,29833,680897.0,144.0,7.35,6.86,6.69,-0.027999999999999997,0.337,80.0,100.0,86.0,87.0,0.252,592.0,0.153,0.18100000000000002,-0.023,0.463,95.0,12.6,32.0,87.9,22.0,Aidand4
*066cf*,SP,Zebby Matthews,MIN,SP,Act,24,TOR Sun 1:10PM,17.0,0,0,18,7.41,1.471,1,4,*066cf*,31827,805673.0,62.0,3.77,4.27,3.91,0.177,0.37,88.0,98.0,103.0,102.0,0.271,255.0,0.21,0.032,-0.0199999999999999,-0.53,46.0,8.7,17.0,90.1,15.6,Montgomery Biscuits
*041ma*,SP,Cole Ragans,KC,"SP,RP",Act,26,@HOU Sun 1:10PM,161.1,0,0,197,3.46,1.165,27,28,*041ma*,21846,666142.0,645.0,3.06,3.42,3.49,0.20600000000000002,0.363,104.0,108.0,99.0,104.0,0.289,2636.0,0.29,0.084,-0.007,-0.119,400.0,6.5,146.0,88.4,15.4,Montgomery Biscuits
*04ggi*,RP,Andrew Kittredge,STL,RP,Act,34,@NYY Sun 12:35PM,55.2,1,32,51,3.23,1.204,2,60,*04ggi*,12828,552640.0,227.0,4.31,3.76,3.64,0.154,0.406,92.0,115.0,105.0,111.0,0.28,838.0,0.225,0.07,-0.022,-1.287,160.0,9.4,65.0,89.6,11.3,Montgomery Biscuits
*03dau*,RP,Trevor Megill,MIL,RP,Act,30,@CIN Sun 11:10AM,37.1,20,3,42,3.13,1.098,1,39,*03dau*,17722,656730.0,152.0,3.2,3.8,3.21,0.21100000000000002,0.444,96.0,142.0,100.0,113.0,0.29600000000000004,547.0,0.276,0.066,-0.017,0.074,99.0,9.1,44.0,91.1,19.4,Montgomery Biscuits
*04cwf*,P,Shane Baz,TB,SP,Act,25,SD Sun 12:40PM,49.0,0,0,41,3.49,1.286,6,9,*04cwf*,22264,669358.0,186.0,3.94,4.63,4.69,0.102,0.43200000000000005,102.0,114.0,97.0,100.0,0.251,682.0,0.19399999999999998,0.091,-0.02,-0.763,132.0,6.8,57.0,91.0,17.1,Montgomery Biscuits
*05143*,P,Hunter Gaddis,CLE,"SP,RP",Act,26,PIT Sun 12:40PM,62.0,0,29,55,1.6,0.758,4,65,*05143*,25636,683769.0,231.0,3.01,4.06,3.48,0.182,0.38799999999999996,68.0,106.0,104.0,107.0,0.284,921.0,0.23800000000000002,0.055999999999999994,-0.042,-1.153,160.0,5.6,62.0,88.7,19.5,Montgomery Biscuits
*04apj*,P,Jhoan Duran,MIN,RP,Act,26,TOR Sun 1:10PM,44.0,19,5,49,3.68,1.159,6,48,*04apj*,21029,661395.0,183.0,3.22,2.94,2.77,0.19699999999999998,0.35600000000000004,105.0,131.0,97.0,98.0,0.29100000000000004,698.0,0.268,0.071,0.0329999999999999,1.012,118.0,4.2,42.0,86.5,-4.0,Montgomery Biscuits
*051aa*,P,Porter Hodge,CHC,"SP,RP",Act,23,@WSH Sun 12:35PM,35.0,3,9,45,1.8,0.914,3,31,,,,,,,,,,,,,,,,,,,,,,,,,Montgomery Biscuits
*02hi7*,SP,Kevin Gausman,TOR,SP,Res,33,@MIN Sun 1:10PM,157.0,0,0,145,4.07,1.229,25,27,*02hi7*,14107,592332.0,658.0,3.92,4.13,4.15,0.149,0.409,100.0,94.0,105.0,105.0,0.258,2595.0,0.22,0.071,-0.032,-0.75,463.0,10.4,191.0,90.1,16.2,Montgomery Biscuits
*03d7h*,SP,Mitch Keller,PIT,SP,Res,28,@CLE Sun 12:40PM,152.1,0,0,138,3.84,1.241,24,26,*03d7h*,17594,656605.0,650.0,3.87,4.11,4.12,0.14800000000000002,0.373,100.0,100.0,102.0,100.0,0.281,2410.0,0.212,0.065,0.006,-0.08,456.0,6.6,171.0,88.4,12.3,Montgomery Biscuits
*043f9*,P,Pablo Lopez,MIN,SP,Res,28,TOR Sun 1:10PM,155.2,0,0,164,4.05,1.124,28,27,*043f9*,17085,641154.0,637.0,3.67,3.37,3.45,0.20600000000000002,0.379,103.0,98.0,105.0,105.0,0.27899999999999997,2501.0,0.257,0.052000000000000005,0.005,0.547,431.0,7.9,165.0,87.7,13.7,Montgomery Biscuits
*05gwz*,SP,Bobby Miller,LAD,SP,Res,25,@ARI Sun 3:10PM,44.2,0,0,40,7.25,1.657,4,10,*05gwz*,27483,676272.0,199.0,6.42,4.56,4.76,0.09,0.46299999999999997,109.0,115.0,93.0,97.0,0.243,814.0,0.201,0.111,0.007,0.714,136.0,11.0,63.0,92.2,10.4,Montgomery Biscuits
*02bqr*,SP,Blake Snell,SF,SP,Res,31,MIA Sun 3:05PM,86.0,0,0,114,3.56,1.081,10,16,*02bqr*,13543,605483.0,347.0,2.75,3.26,3.37,0.222,0.272,90.0,121.0,97.0,103.0,0.317,1451.0,0.32899999999999996,0.107,-0.009,0.828,195.0,5.6,53.0,86.3,15.4,Montgomery Biscuits
*03djk*,P,Tanner Houck,BOS,SP,Res,28,@DET Sun 12:40PM,164.2,0,0,143,3.12,1.166,27,27,*03djk*,19879,656557.0,689.0,3.34,3.62,3.78,0.141,0.41600000000000004,101.0,108.0,101.0,105.0,0.292,2535.0,0.20800000000000002,0.067,-0.0379999999999999,-1.035,484.0,5.8,203.0,89.8,4.0,Montgomery Biscuits
