ID,Pos,Player,Team,Eligible,Status,Age,Opponent,AB,H,R,HR,RBI,SO,SB,OPS,GP,FANTRAXID,IDFANGRAPHS,MLBID,wOBA,xwOBA,BABIP+,K%,BB%,wRC+,PA,Contact%,Swing%,Pitches,Z-Swing%,O-Swing%,HardHit%,Zone%,est_woba_minus_woba_diff,est_slg_minus_slg_diff,est_ba_minus_ba_diff,bip,brl_pa,ev95plus,avg_hit_speed,avg_hit_angle,ev50,Swings,Swing Decisions,Z-Pitches,Z-Swings,O-Pitches,O-Swings,team_name
*05oxc*,UT,Henry Davis,PIT,"C,OF",Res,24,KC Fri 5:40PM,104,15,9,1,5,45,0,0.453,37,*05oxc*,29617,680779.0,0.213,0.224,79.0,0.369,0.107,31.0,122.0,0.6759999999999999,0.46799999999999997,522.0,0.741,0.275,0.349,0.415,-0.011,-0.013,-0.01,62.0,2.5,22.0,85.3,17.2,97.6,244.296,46.599999999999994,216.63,160.52283,305.37,83.97675000000001,Heaters
*031b2*,C,Jonah Heim,TEX,C,Res,29,@SEA Fri 9:10PM,414,90,41,12,53,81,1,0.595,119,*031b2*,16930,641680.0,0.261,0.278,84.0,0.184,0.054000000000000006,67.0,441.0,0.818,0.55,1589.0,0.7829999999999999,0.37,0.381,0.435,-0.017,-0.0319999999999999,-0.013,333.0,4.5,127.0,88.7,13.9,98.8,873.95,41.29999999999999,691.215,541.2213449999999,897.785,332.18045,Heaters
*01cfr*,1B,Carlos Santana,MIN,1B,Res,38,CIN Fri 7:10PM,465,111,57,21,63,89,4,0.754,135,*01cfr*,2396,467793.0,0.328,0.329,88.0,0.168,0.10800000000000001,114.0,530.0,0.7879999999999999,0.428,2171.0,0.6579999999999999,0.266,0.389,0.413,-0.001,0.006,-0.008,378.0,5.3,147.0,89.2,15.8,99.4,929.188,39.19999999999999,896.6229999999999,589.9779339999999,1274.377,338.984282,Heaters
*04pbp*,UT,Christopher Morel,TB,"2B,3B,OF",Res,25,@CLE Fri 6:10PM,498,98,55,21,57,149,8,0.65,139,*04pbp*,21897,666624.0,0.287,0.325,79.0,0.259,0.10400000000000001,86.0,567.0,0.687,0.46399999999999997,2183.0,0.7120000000000001,0.295,0.402,0.406,-0.038,-0.061,-0.034,351.0,6.7,141.0,89.4,14.6,101.3,1012.9119999999999,41.70000000000001,886.2980000000001,631.0441760000001,1296.702,382.52709,Heaters
*04ru7*,2B,Miguel Vargas,CHW,"2B,3B,OF",Res,24,OAK Fri 6:40PM,166,27,17,4,14,49,2,0.535,60,*04ru7*,20178,678246.0,0.244,0.263,69.0,0.258,0.105,54.0,190.0,0.804,0.44799999999999995,831.0,0.7120000000000001,0.261,0.252,0.414,-0.019,-0.0209999999999999,-0.0169999999999999,119.0,3.2,30.0,85.4,20.2,95.7,372.28799999999995,45.10000000000001,344.034,244.952208,486.96600000000007,127.09812600000002,Heaters
*0513c*,3B,Joey Ortiz,MIL,"2B,3B",Res,26,@ARI Fri 8:40PM,384,92,49,10,49,88,9,0.735,126,*0513c*,25493,687401.0,0.326,0.313,97.0,0.196,0.121,109.0,448.0,0.8540000000000001,0.39399999999999996,1868.0,0.5539999999999999,0.268,0.39,0.43799999999999994,0.013,0.046,0.005,300.0,3.3,117.0,87.8,11.1,99.5,735.992,28.59999999999999,818.1839999999999,453.2739359999999,1049.816,281.35068800000005,Heaters
*02i1q*,UT,Orlando Arcia,ATL,SS,Res,30,LAD Fri 6:20PM,496,109,43,16,42,114,2,0.633,141,*02i1q*,13185,606115.0,0.275,0.267,85.0,0.21,0.066,73.0,542.0,0.765,0.483,2100.0,0.725,0.305,0.379,0.424,0.008,0.0219999999999999,0.008,390.0,3.9,148.0,88.5,9.0,98.5,1014.3,42.0,890.4,645.54,1209.6000000000001,368.92800000000005,Heaters
*05249*,UT,Austin Martin,MIN,"2B,SS,OF",Res,25,CIN Fri 7:10PM,218,55,41,1,16,43,7,0.669,89,*05249*,27462,668885.0,0.298,0.308,109.0,0.17800000000000002,0.083,94.0,242.0,0.8109999999999999,0.449,885.0,0.71,0.237,0.33899999999999997,0.447,-0.01,-0.007,-0.015,177.0,0.8,61.0,87.2,12.1,96.7,397.365,47.3,395.595,280.87245,489.4049999999999,115.98898499999997,Heaters
*05gtn*,UT,Tyler Soderstrom,OAK,1B,IR,22,@CHW Fri 6:40PM,146,32,12,7,20,45,0,0.711,49,*05gtn*,27467,691016.0,0.31,0.356,92.0,0.271,0.096,105.0,166.0,0.706,0.493,607.0,0.716,0.33,0.52,0.424,-0.0459999999999999,-0.0999999999999999,-0.0199999999999999,102.0,9.0,54.0,92.7,10.1,103.1,299.251,38.599999999999994,257.368,184.275488,349.63200000000006,115.37856000000002,Heaters
*05m49*,OF,Jung Hoo Lee,SF,OF,IR,26,SD Fri 9:15PM,145,38,15,2,8,13,2,0.641,37,*05m49*,33824,808982.0,0.284,0.324,92.0,0.08199999999999999,0.063,83.0,158.0,0.915,0.436,569.0,0.579,0.31,0.41,0.467,-0.04,-0.0849999999999999,-0.0219999999999999,134.0,3.8,56.0,89.1,9.2,99.5,248.084,26.899999999999995,265.723,153.85361699999999,303.27699999999993,94.01586999999998,Heaters
*0612z*,3B,Trey Lipscomb,WSH,3B,Min,24,MIA Fri 5:45PM,184,38,20,1,10,38,11,0.515,58,*0612z*,31567,702358.0,0.238,0.262,86.0,0.185,0.078,50.0,205.0,0.767,0.499,749.0,0.701,0.34600000000000003,0.315,0.433,-0.024,-0.0459999999999999,-0.017,148.0,0.5,47.0,86.6,0.3,98.0,373.751,35.49999999999999,324.317,227.346217,424.68299999999994,146.940318,Heaters
*04ysv*,UT,Adael Amador,COL,"2B,SS",Min,21,CHC Fri 7:40PM,35,6,1,0,0,6,1,0.394,10,*04ysv*,27962,691182.0,0.176,0.257,70.0,0.16699999999999998,0.027999999999999997,-5.0,36.0,0.792,0.605,119.0,0.731,0.507,0.31,0.43700000000000006,-0.081,-0.133,-0.063,29.0,5.6,9.0,88.2,17.1,97.3,71.995,22.4,52.00300000000001,38.014193000000006,66.997,33.967479,Heaters
*04qnc*,C,Francisco Alvarez,NYM,C,Act,22,@PHI Fri 5:40PM,270,63,30,7,34,77,1,0.672,86,*04qnc*,26121,682626.0,0.296,0.282,102.0,0.258,0.084,93.0,298.0,0.726,0.46,1154.0,0.6559999999999999,0.321,0.41200000000000003,0.41600000000000004,0.014,0.024,0.014,194.0,4.0,80.0,88.5,7.0,101.0,530.84,33.49999999999999,480.064,314.92198399999995,673.9359999999999,216.33345599999998,jstocs5
*041pz*,1B,Pete Alonso,NYM,1B,Act,29,@PHI Fri 5:40PM,550,131,83,31,80,154,3,0.787,146,*041pz*,19251,624413.0,0.338,0.342,92.0,0.24600000000000002,0.099,121.0,627.0,0.7759999999999999,0.43,2537.0,0.628,0.29600000000000004,0.44799999999999995,0.402,-0.004,-0.004,-0.006,400.0,7.8,181.0,89.5,14.4,102.5,1090.91,33.199999999999996,1019.874,640.480872,1517.126,449.06929600000007,jstocs5
*04p10*,2B,Bryson Stott,PHI,"2B,SS",Act,26,NYM Fri 5:40PM,461,113,60,11,54,83,29,0.682,135,*04p10*,26294,681082.0,0.3,0.314,92.0,0.159,0.096,91.0,523.0,0.857,0.43200000000000005,2116.0,0.5870000000000001,0.311,0.31,0.439,-0.014,-0.014,-0.015,387.0,2.9,120.0,87.1,14.4,97.3,914.1120000000001,27.60000000000001,928.924,545.2783880000001,1187.0759999999998,369.18063599999994,jstocs5
*045qo*,3B,Jazz Chisholm Jr.,NYY,"3B,OF",Act,26,BOS Fri 6:05PM,513,134,69,22,66,139,35,0.772,134,*045qo*,20454,665862.0,0.332,0.316,108.0,0.247,0.085,113.0,563.0,0.731,0.467,2271.0,0.67,0.322,0.39799999999999996,0.41700000000000004,0.016,0.019,0.019,372.0,6.6,149.0,89.6,11.0,100.1,1060.557,34.800000000000004,947.0070000000001,634.4946900000001,1323.993,426.325746,jstocs5
*04lgp*,SS,Bobby Witt Jr.,KC,SS,Act,24,@PIT Fri 5:40PM,586,195,120,30,99,98,28,0.98,147,*04lgp*,25764,677951.0,0.411,0.415,124.0,0.151,0.073,167.0,647.0,0.805,0.515,2349.0,0.7440000000000001,0.363,0.489,0.39899999999999997,-0.004,-0.01,0.007,495.0,11.1,243.0,93.0,15.5,104.1,1209.7350000000001,38.10000000000001,937.251,697.3147440000001,1411.749,512.464887,jstocs5
*02bq2*,OF,Brandon Nimmo,NYM,OF,Act,31,@PHI Fri 5:40PM,509,115,78,18,75,142,13,0.727,136,*02bq2*,12927,607043.0,0.322,0.34,93.0,0.237,0.124,111.0,598.0,0.7859999999999999,0.439,2498.0,0.669,0.271,0.465,0.42200000000000004,-0.018,-0.0239999999999999,-0.0199999999999999,370.0,5.5,172.0,91.5,11.7,101.2,1096.622,39.800000000000004,1054.1560000000002,705.2303640000001,1443.8439999999998,391.281724,jstocs5
*04e2u*,OF,Brent Rooker,OAK,OF,Act,29,@CHW Fri 6:40PM,486,145,76,36,102,156,9,0.951,130,*04e2u*,19627,667670.0,0.4,0.392,129.0,0.287,0.09699999999999999,167.0,544.0,0.688,0.496,2118.0,0.745,0.33399999999999996,0.512,0.39299999999999996,0.008,-0.009,0.0219999999999999,330.0,10.1,169.0,92.3,18.6,103.7,1050.528,41.1,832.3739999999999,620.1186299999999,1285.626,429.39908399999996,jstocs5
*02w16*,OF,Anthony Santander,BAL,OF,Act,29,@DET Fri 5:40PM,541,131,85,41,95,119,2,0.833,141,*02w16*,14551,623993.0,0.353,0.335,82.0,0.19699999999999998,0.086,133.0,605.0,0.8270000000000001,0.495,2497.0,0.6829999999999999,0.374,0.42200000000000004,0.392,0.0179999999999999,0.048,0.006,427.0,8.8,181.0,89.8,23.3,100.4,1236.015,30.899999999999995,978.8240000000001,668.536792,1518.176,567.797824,jstocs5
*02mwm*,UT,Matt Olson,ATL,1B,Act,30,LAD Fri 6:20PM,545,129,70,25,81,156,0,0.755,146,*02mwm*,14344,621566.0,0.324,0.338,96.0,0.253,0.094,107.0,616.0,0.763,0.504,2662.0,0.737,0.34,0.47,0.41200000000000003,-0.014,-0.016,-0.012,394.0,7.8,185.0,91.4,15.3,102.8,1341.648,39.699999999999996,1096.7440000000001,808.300328,1565.2559999999999,532.18704,jstocs5
*05xu5*,UT,Zach Neto,LAA,SS,Act,23,HOU Fri 8:38PM,492,126,66,21,70,122,29,0.778,142,*05xu5*,31347,687263.0,0.337,0.33,105.0,0.223,0.066,118.0,548.0,0.745,0.48700000000000004,2043.0,0.682,0.34600000000000003,0.385,0.42,0.007,0.01,0.011,374.0,6.0,145.0,88.5,12.6,100.2,994.9410000000001,33.6,858.06,585.19692,1184.94,409.98924000000005,jstocs5
*03qmh*,2B,Jake Cronenworth,SD,"1B,2B",Res,30,@SF Fri 9:15PM,527,131,70,16,78,105,5,0.731,141,*03qmh*,18036,630105.0,0.321,0.344,95.0,0.17600000000000002,0.08900000000000001,110.0,598.0,0.85,0.451,2482.0,0.674,0.268,0.375,0.451,-0.0229999999999999,-0.0399999999999999,-0.019,426.0,5.9,161.0,88.9,14.2,99.9,1119.382,40.6,1119.382,754.463468,1362.618,365.181624,jstocs5
*0596e*,OF,Dylan Crews,WSH,OF,Res,22,MIA Fri 5:45PM,58,14,7,3,8,12,6,0.756,15,*0596e*,33541,686611.0,0.317,0.349,74.0,0.18,0.098,103.0,61.0,0.722,0.42,231.0,0.634,0.275,0.409,0.40299999999999997,-0.0319999999999999,-0.061,-0.0219999999999999,44.0,8.2,18.0,87.9,9.5,101.4,97.02,35.9,93.09299999999999,59.020962,137.90699999999998,37.924425,jstocs5
*03qyv*,UT,Jake McCarthy,ARI,OF,Res,27,MIL Fri 8:40PM,386,113,61,8,52,71,21,0.782,127,*03qyv*,21622,664983.0,0.342,0.323,115.0,0.163,0.069,119.0,435.0,0.828,0.48200000000000004,1569.0,0.677,0.327,0.248,0.444,0.019,0.0429999999999999,0.0179999999999999,322.0,2.1,80.0,85.3,9.6,95.9,756.258,35.0,696.636,471.622572,872.364,285.263028,jstocs5
*05rat*,OF,James Wood,WSH,OF,Res,21,MIA Fri 5:45PM,234,64,35,5,34,78,12,0.776,63,*05rat*,29518,695578.0,0.344,0.344,134.0,0.292,0.11699999999999999,122.0,264.0,0.726,0.384,1091.0,0.5820000000000001,0.23600000000000002,0.519,0.428,0.0,-0.003,0.005,154.0,5.7,80.0,92.5,0.7,104.9,418.944,34.60000000000001,466.948,271.763736,624.052,147.276272,jstocs5
*03pji*,UT,KeBryan Hayes,PIT,3B,IR,27,KC Fri 5:40PM,365,85,38,4,25,75,11,0.573,96,*03pji*,18577,663647.0,0.256,0.278,95.0,0.18899999999999997,0.057999999999999996,59.0,396.0,0.8420000000000001,0.44799999999999995,1471.0,0.626,0.315,0.429,0.426,-0.022,-0.039,-0.0119999999999999,294.0,1.8,126.0,88.9,4.8,99.8,659.0079999999999,31.1,626.646,392.280396,844.354,265.97151,jstocs5
*02zpf*,3B,Edmundo Sosa,PHI,"2B,3B,SS",IR,28,NYM Fri 5:40PM,231,61,35,7,30,61,7,0.756,83,*02zpf*,17022,624641.0,0.327,0.309,112.0,0.24100000000000002,0.047,110.0,253.0,0.7020000000000001,0.5589999999999999,971.0,0.755,0.43700000000000006,0.387,0.38299999999999995,0.018,0.0309999999999999,0.016,172.0,5.5,67.0,88.8,13.3,100.1,542.789,31.799999999999994,371.893,280.77921499999997,599.107,261.80975900000004,jstocs5
*05yo5*,C,Ben Rice,NYY,"C,1B",Min,25,BOS Fri 6:05PM,149,26,20,7,23,46,0,0.624,49,*05yo5*,29576,700250.0,0.273,0.344,66.0,0.263,0.114,75.0,175.0,0.778,0.45899999999999996,707.0,0.7490000000000001,0.251,0.37,0.418,-0.0709999999999999,-0.12,-0.066,108.0,9.7,40.0,90.1,18.0,99.8,324.513,49.80000000000001,295.526,221.34897400000003,411.47400000000005,103.27997400000001,jstocs5
*04psr*,C,David Fry,CLE,"C,1B,OF",Act,28,TB Fri 6:10PM,321,83,43,14,48,79,4,0.801,113,*04psr*,24934,681807.0,0.348,0.329,105.0,0.209,0.11,128.0,374.0,0.775,0.489,1450.0,0.731,0.315,0.374,0.418,0.0189999999999999,0.0469999999999999,0.014,244.0,4.5,92.0,88.0,19.4,99.0,709.05,41.6,606.1,443.0591,843.9000000000001,265.8285,Savannah Bananas
*01sea*,1B,Anthony Rizzo,NYY,1B,Act,35,BOS Fri 6:05PM,298,65,34,8,31,56,0,0.617,81,*01sea*,3473,519203.0,0.274,0.292,85.0,0.172,0.067,76.0,326.0,0.8270000000000001,0.495,1235.0,0.6759999999999999,0.373,0.318,0.40299999999999997,-0.0179999999999999,-0.0149999999999999,-0.0189999999999999,242.0,3.1,78.0,86.5,15.2,97.5,611.325,30.299999999999994,497.705,336.44857999999994,737.295,275.011035,Savannah Bananas
*05g3x*,2B,Maikel Garcia,KC,"2B,3B",Act,24,@PIT Fri 5:40PM,540,128,83,7,55,92,33,0.623,142,*05g3x*,22715,672580.0,0.273,0.307,95.0,0.157,0.062,71.0,585.0,0.858,0.431,2196.0,0.6509999999999999,0.247,0.431,0.455,-0.0339999999999999,-0.0439999999999999,-0.033,457.0,3.1,198.0,90.6,6.7,100.2,946.476,40.39999999999999,999.1800000000001,650.46618,1196.82,295.61454,Savannah Bananas
*03d6s*,3B,Matt Chapman,SF,3B,Act,31,SD Fri 9:15PM,535,134,93,24,73,145,15,0.788,143,*03d6s*,16505,656305.0,0.341,0.347,102.0,0.24100000000000002,0.10099999999999999,121.0,602.0,0.794,0.447,2517.0,0.6659999999999999,0.273,0.479,0.444,-0.0059999999999999,-0.007,-0.006,390.0,8.3,187.0,93.3,16.4,104.5,1125.099,39.29999999999999,1117.548,744.2869679999999,1399.4520000000002,382.0503960000001,Savannah Bananas
*05ybv*,SS,Jackson Holliday,BAL,"2B,SS",Act,20,@DET Fri 5:40PM,168,29,25,5,21,62,4,0.53,49,*05ybv*,31781,702616.0,0.233,0.256,82.0,0.34299999999999997,0.055,50.0,181.0,0.693,0.457,705.0,0.632,0.32799999999999996,0.439,0.425,-0.0229999999999999,-0.0399999999999999,-0.017,107.0,5.5,47.0,88.5,8.8,99.9,322.185,30.400000000000006,299.625,189.363,405.37499999999994,132.96299999999997,Savannah Bananas
*05gsi*,OF,Ceddanne Rafaela,BOS,"SS,OF",Act,23,@NYY Fri 6:05PM,506,127,68,15,70,140,17,0.68,141,*05gsi*,24262,678882.0,0.295,0.28,111.0,0.261,0.027999999999999997,85.0,528.0,0.7020000000000001,0.611,1901.0,0.78,0.491,0.369,0.413,0.0149999999999999,0.02,0.016,369.0,5.3,137.0,86.8,15.4,98.2,1161.511,28.900000000000002,785.1129999999999,612.38814,1115.887,547.9005169999999,Savannah Bananas
*060pm*,OF,Wyatt Langford,TEX,OF,Act,22,@SEA Fri 9:10PM,443,110,58,10,63,103,14,0.696,119,*060pm*,33333,694671.0,0.305,0.325,106.0,0.209,0.084,98.0,487.0,0.802,0.436,1980.0,0.662,0.275,0.44,0.415,-0.02,-0.0399999999999999,-0.009,341.0,6.0,150.0,89.7,16.7,101.3,863.28,38.7,821.6999999999999,543.9653999999999,1158.3,318.5325,Savannah Bananas
*04en7*,OF,Garrett Mitchell,MIL,OF,Act,26,@ARI Fri 8:40PM,157,39,25,5,14,56,7,0.766,55,*04en7*,27555,669003.0,0.34,0.309,123.0,0.316,0.109,118.0,174.0,0.7,0.41600000000000004,690.0,0.675,0.21,0.364,0.442,0.031,0.068,0.0189999999999999,99.0,4.6,36.0,88.5,4.1,100.2,287.04,46.50000000000001,304.98,205.86150000000004,385.02000000000004,80.8542,Savannah Bananas
*051wv*,UT,Pete Crow-Armstrong,CHC,OF,Act,22,@COL Fri 7:40PM,317,77,37,8,44,81,26,0.684,107,*051wv*,27769,691718.0,0.294,0.283,101.0,0.233,0.049,90.0,348.0,0.74,0.59,1213.0,0.7829999999999999,0.435,0.371,0.445,0.011,0.017,0.0139999999999999,245.0,4.9,91.0,89.3,18.2,98.8,715.67,34.79999999999999,539.785,422.65165499999995,673.2149999999999,292.84852499999994,Savannah Bananas
*025he*,UT,George Springer,TOR,OF,Act,34,STL Fri 6:07PM,502,111,69,19,56,107,14,0.684,134,*025he*,12856,543807.0,0.302,0.331,85.0,0.18899999999999997,0.099,97.0,567.0,0.77,0.49200000000000005,2118.0,0.755,0.28600000000000003,0.377,0.439,-0.029,-0.0439999999999999,-0.032,397.0,6.7,151.0,87.9,9.2,100.2,1042.056,46.9,929.802,702.0005100000001,1188.1979999999999,339.824628,Savannah Bananas
*026lz*,1B,Josh Bell,ARI,1B,Res,32,MIL Fri 8:40PM,525,128,58,18,66,118,0,0.71,138,*026lz*,13145,605137.0,0.311,0.31,95.0,0.201,0.083,97.0,587.0,0.768,0.486,2172.0,0.7509999999999999,0.314,0.39899999999999997,0.39399999999999996,0.001,-0.003,0.004,410.0,5.1,165.0,89.0,10.8,100.0,1055.5919999999999,43.69999999999999,855.7679999999999,642.6817679999998,1316.2320000000002,413.29684800000007,Savannah Bananas
*03mew*,UT,Luis Arraez,SD,"1B,2B",Res,27,@SF Fri 9:15PM,583,185,77,4,42,26,9,0.738,137,*03mew*,18568,650333.0,0.323,0.332,111.0,0.042,0.036000000000000004,110.0,616.0,0.941,0.493,2213.0,0.64,0.369,0.22699999999999998,0.456,-0.009,-0.0249999999999999,-0.002,560.0,1.5,131.0,86.3,13.6,94.8,1091.009,27.1,1009.128,645.8419200000001,1203.872,444.228768,Savannah Bananas
*05yhg*,UT,Will Wagner,TOR,2B,Res,26,STL Fri 6:07PM,77,24,8,2,11,15,0,0.813,23,*05yhg*,29634,695238.0,0.351,0.365,128.0,0.185,0.049,131.0,81.0,0.8059999999999999,0.465,333.0,0.6890000000000001,0.318,0.484,0.396,-0.013,-0.0219999999999999,-0.011,62.0,7.4,30.0,90.1,4.6,101.2,154.845,37.10000000000001,131.868,90.85705200000001,201.132,63.959976000000005,Savannah Bananas
*0515v*,2B,David Hamilton,BOS,"2B,SS",Res,26,@NYY Fri 6:05PM,294,73,47,8,28,80,33,0.697,98,*0515v*,27531,666152.0,0.305,0.285,110.0,0.252,0.069,92.0,317.0,0.772,0.449,1191.0,0.657,0.281,0.322,0.446,0.02,0.039,0.013,214.0,3.8,69.0,87.0,15.8,97.7,534.759,37.6,531.186,348.98920200000003,659.8140000000001,185.40773400000003,Savannah Bananas
*04y4e*,UT,Corbin Carroll,ARI,OF,Res,24,MIL Fri 8:40PM,534,123,108,19,67,115,27,0.741,142,*04y4e*,25878,682998.0,0.321,0.325,87.0,0.187,0.099,105.0,614.0,0.816,0.41100000000000003,2348.0,0.618,0.27899999999999997,0.389,0.391,-0.004,0.0249999999999999,-0.0179999999999999,429.0,4.7,168.0,89.2,11.8,100.7,965.028,33.900000000000006,918.068,567.366024,1429.932,398.95102799999995,Savannah Bananas
*03oh0*,C,Willson Contreras,STL,C,IR,32,@TOR Fri 6:07PM,301,79,48,15,36,96,4,0.848,84,*03oh0*,11609,575929.0,0.37,0.366,114.0,0.268,0.126,140.0,358.0,0.67,0.49700000000000005,1383.0,0.736,0.33,0.46799999999999997,0.41200000000000003,0.004,0.007,0.001,205.0,6.4,96.0,91.6,14.2,103.7,687.3510000000001,40.599999999999994,569.796,419.369856,813.204,268.35732,Savannah Bananas
*02i2q*,SS,Carlos Correa,MIN,SS,IR,29,CIN Fri 7:10PM,279,86,51,13,47,53,0,0.896,75,*02i2q*,14162,621043.0,0.381,0.362,118.0,0.16699999999999998,0.095,152.0,317.0,0.826,0.442,1194.0,0.674,0.27699999999999997,0.45899999999999996,0.41600000000000004,0.019,0.046,0.024,230.0,6.9,106.0,90.6,9.5,103.0,527.748,39.70000000000001,496.70400000000006,334.7784960000001,697.2959999999999,193.15099199999997,Savannah Bananas
*04ooy*,SS,Marco Luciano,SF,SS,Min,23,SD Fri 9:15PM,66,16,10,0,3,22,0,0.634,24,*04ooy*,25616,682617.0,0.286,0.305,126.0,0.309,0.059000000000000004,84.0,68.0,0.777,0.41600000000000004,269.0,0.672,0.174,0.442,0.48700000000000004,-0.019,-0.04,-0.009,43.0,4.4,19.0,87.5,13.4,100.2,111.90400000000001,49.800000000000004,131.00300000000001,88.03401600000001,137.99699999999999,24.011477999999997,Savannah Bananas
*0524l*,C,Yainer Diaz,HOU,C,Act,25,@LAA Fri 8:38PM,525,158,64,16,81,91,2,0.778,134,*0524l*,23003,673237.0,0.331,0.337,115.0,0.165,0.04,117.0,553.0,0.79,0.581,1894.0,0.7859999999999999,0.452,0.457,0.387,-0.006,-0.012,0.001,438.0,6.0,203.0,89.8,8.8,101.1,1100.414,33.39999999999999,732.9780000000001,576.120708,1161.022,524.781944,Houston Buffalos
*0406n*,1B,Andres Chaparro,WSH,"1B,3B",Act,25,MIA Fri 5:45PM,96,23,11,4,14,19,1,0.774,26,*0406n*,21797,665953.0,0.346,0.327,92.0,0.17800000000000002,0.059000000000000004,123.0,101.0,0.7759999999999999,0.532,402.0,0.775,0.35600000000000004,0.33799999999999997,0.42,0.0189999999999999,0.0469999999999999,0.007,74.0,5.0,25.0,88.1,17.9,98.2,213.864,41.9,168.84,130.851,233.16000000000003,83.00496000000001,Houston Buffalos
*05gsg*,2B,Justin Foscue,TEX,"2B,OF",Act,25,@SEA Fri 9:10PM,29,2,2,0,1,12,0,0.232,12,*05gsg*,27501,679822.0,0.113,0.159,41.0,0.387,0.065,-36.0,31.0,0.731,0.504,133.0,0.7,0.342,0.17600000000000002,0.451,-0.046,-0.066,-0.048,17.0,3.2,3.0,86.6,25.6,95.2,67.032,35.79999999999999,59.983000000000004,41.9881,73.017,24.971814000000002,Houston Buffalos
*050w9*,3B,Gunnar Henderson,BAL,"3B,SS",Act,23,@DET Fri 5:40PM,576,162,111,36,85,145,18,0.903,145,*050w9*,26289,683002.0,0.385,0.384,111.0,0.22,0.109,156.0,658.0,0.784,0.44299999999999995,2630.0,0.687,0.257,0.535,0.43200000000000005,0.001,0.021,-0.0099999999999999,434.0,7.8,232.0,92.7,9.1,103.9,1165.09,43.00000000000001,1136.16,780.5419200000001,1493.84,383.91688,Houston Buffalos
*04n8z*,SS,Xavier Edwards,MIA,"2B,SS",Act,25,@WSH Fri 5:45PM,205,68,30,1,19,38,26,0.812,56,*04n8z*,22266,669364.0,0.352,0.305,131.0,0.162,0.115,125.0,235.0,0.843,0.456,914.0,0.718,0.249,0.24100000000000002,0.44,0.0469999999999999,0.065,0.066,170.0,1.3,42.0,86.3,5.8,95.1,416.784,46.9,402.16,288.75088,511.84000000000003,127.44816,Houston Buffalos
*041sq*,OF,Tommy Edman,LAD,"2B,SS,OF",Act,29,@ATL Fri 6:20PM,80,24,12,4,13,16,5,0.821,21,*041sq*,19470,669242.0,0.349,0.27,111.0,0.19,0.036000000000000004,126.0,84.0,0.81,0.47600000000000003,309.0,0.682,0.322,0.415,0.42700000000000005,0.0789999999999999,0.147,0.059,65.0,2.4,27.0,88.8,12.3,97.6,147.084,36.00000000000001,131.943,89.98512600000001,177.057,57.012353999999995,Houston Buffalos
*03zbh*,OF,Fernando Tatis Jr.,SD,OF,Act,25,@SF Fri 9:15PM,341,94,55,16,41,80,8,0.813,88,*03zbh*,19709,665487.0,0.352,0.392,107.0,0.212,0.079,131.0,378.0,0.754,0.504,1336.0,0.7509999999999999,0.316,0.542,0.433,-0.04,-0.077,-0.0289999999999999,262.0,9.5,143.0,93.3,10.3,104.0,673.344,43.499999999999986,578.4879999999999,434.4444879999999,757.512,239.37379199999998,Houston Buffalos
*02i11*,OF,Jorge Soler,ATL,"OF,UT",Act,32,LAD Fri 6:20PM,444,103,72,17,55,130,1,0.745,126,*02i11*,14221,624585.0,0.327,0.342,97.0,0.252,0.122,111.0,515.0,0.73,0.446,2115.0,0.6609999999999999,0.305,0.425,0.396,-0.015,-0.026,-0.0129999999999999,317.0,7.0,135.0,90.2,17.8,101.5,943.29,35.599999999999994,837.5400000000001,553.61394,1277.46,389.6253,Houston Buffalos
*04de1*,UT,Triston Casas,BOS,1B,Act,24,@NYY Fri 6:05PM,162,39,20,8,20,61,0,0.761,48,*04de1*,22514,671213.0,0.332,0.317,118.0,0.332,0.12,111.0,184.0,0.684,0.43700000000000006,747.0,0.636,0.28800000000000003,0.41,0.428,0.015,0.009,0.0269999999999999,100.0,6.0,41.0,88.9,8.6,100.7,326.439,34.8,319.716,203.33937600000002,427.28400000000005,123.05779200000003,Houston Buffalos
*026qc*,UT,Joc Pederson,ARI,OF,Act,32,MIL Fri 8:40PM,330,93,59,22,61,95,6,0.941,118,*026qc*,11899,592626.0,0.403,0.396,111.0,0.233,0.133,160.0,407.0,0.773,0.43200000000000005,1655.0,0.624,0.31,0.47100000000000003,0.389,0.007,0.019,0.0049999999999999,239.0,8.4,114.0,92.7,17.2,103.0,714.96,31.4,643.7950000000001,401.72808000000003,1011.2049999999999,313.47355,Houston Buffalos
*01u75*,C,Salvador Perez,KC,"C,1B",Res,34,@PIT Fri 5:40PM,532,148,56,26,101,119,0,0.815,144,*01u75*,7304,521692.0,0.345,0.37,109.0,0.201,0.069,121.0,591.0,0.743,0.578,2090.0,0.773,0.466,0.44,0.364,-0.024,-0.07,-0.002,419.0,9.3,187.0,91.1,19.0,101.9,1208.02,30.7,760.76,588.06748,1329.24,619.42584,Houston Buffalos
*04mn5*,UT,Alec Bohm,PHI,"1B,3B",Res,28,NYM Fri 5:40PM,507,147,59,13,89,76,5,0.804,131,*04mn5*,21618,664761.0,0.345,0.354,107.0,0.136,0.068,122.0,557.0,0.852,0.495,1944.0,0.73,0.308,0.45799999999999996,0.442,-0.009,-0.005,-0.008,437.0,5.4,200.0,90.5,10.5,100.8,962.28,42.199999999999996,859.248,627.25104,1084.7520000000002,334.10361600000005,Houston Buffalos
